"T1_hat","D1","T2_hat","D2","Z"
0.632446215468577,0,0.632446215468577,1,0
1.15253145294179,1,2.18500322431118,1,1
1.7103541787362,1,1.7228572344022,1,0
1.39269307015174,1,1.7287947592751,1,1
1.64652884451719,1,2.25349000216984,1,1
1.37932938566347,1,1.95524598167689,1,0
2.5,0,2.5,0,1
1.9643380992504,1,2.0093028288807,1,1
1.96960562523556,0,1.96960562523556,1,1
0.347565034208715,1,2.5,0,0
1.55223049164547,0,1.55223049164547,1,1
1.17978073034002,1,1.87607754567947,1,0
0.882931544068604,0,0.882931544068604,1,1
1.11158778525294,0,1.11158778525294,1,1
0.983068429593029,0,0.983068429593029,1,0
1.03133095439827,0,1.03133095439827,1,1
0.800725101949435,1,2.5,0,0
0.921324695267956,0,0.921324695267956,1,0
1.23144301478011,1,2.01641671672769,1,0
1.33094788109967,0,1.33094788109967,1,1
1.09927801569374,1,1.4319643555952,1,1
1.92846539205396,1,2.47702094427663,1,1
1.07718319157026,0,1.07718319157026,1,1
1.37255717380988,0,1.37255717380988,1,1
1.02805557003541,0,1.02805557003541,1,1
0.840201342582331,0,0.840201342582331,1,1
1.63889866159012,0,1.63889866159012,1,1
0.990297746003211,1,2.5,0,1
1.44392545644527,1,1.88326752315215,1,0
0.960750172835868,0,0.960750172835868,1,0
1.91502389513223,1,2.07468165498606,1,1
1.44073179458408,0,1.44073179458408,1,1
1.01091080223683,0,1.01091080223683,1,1
2.5,0,2.5,0,1
1.13806775925091,1,2.5,0,0
1.2515272940749,1,2.11859110667231,1,0
1.45006318646467,1,2.5,0,1
1.33825572159027,1,1.82192152929432,1,0
0.556203187703997,0,0.556203187703997,1,0
1.12184540782791,0,1.12184540782791,1,0
1.74481907271749,1,1.84262456160104,1,0
1.36898896340783,0,1.36898896340783,1,0
1.32491197682224,0,1.32491197682224,1,0
1.11749893316726,0,1.11749893316726,1,0
1.08545625095264,1,1.73495452363806,1,0
0.673525909423476,1,2.5,0,0
1.5298131913753,0,1.5298131913753,1,0
1.00844227758109,0,1.00844227758109,1,0
1.10004169418338,1,2.03180865897003,1,0
1.28114235898372,1,1.58540961735234,1,1
1.32692367510089,1,1.35426528952711,1,0
1.12720767932002,0,1.12720767932002,1,0
1.06909748894287,0,1.06909748894287,1,1
1.74190734828679,1,2.21932932200909,1,0
1.99366252660503,1,2.0790646642152,1,1
1.42903521408372,0,1.42903521408372,1,0
0.51430803296077,0,0.51430803296077,1,0
1.85339557697945,1,2.5,0,1
1.55903036981589,0,1.55903036981589,1,1
1.30915222777146,1,1.74213263607455,1,0
1.48890083922142,0,1.48890083922142,1,1
1.15544767555672,1,2.5,0,0
0.7463256419915,1,2.5,0,0
0.61300803939918,0,0.61300803939918,1,0
1.41673226213827,0,1.41673226213827,1,1
1.42824853909457,0,1.42824853909457,1,0
0.782755322002505,1,2.5,0,1
1.17173876845607,1,1.49459974470804,1,1
1.5513570107584,1,1.87915456957214,1,1
0.660726389465925,0,0.660726389465925,1,0
1.74596263303649,1,1.78362612726443,1,1
1.94370550548091,1,2.5,0,1
1.62407826702002,0,1.62407826702002,1,1
0.743748043116124,1,2.5,0,0
1.45422752375171,0,1.45422752375171,1,0
1.07054825711074,0,1.07054825711074,1,0
0.930123471896182,0,0.930123471896182,1,0
1.74777178228653,0,1.74777178228653,1,1
0.452028234821168,0,0.452028234821168,1,0
0.932131215868299,0,0.932131215868299,1,0
1.54977545755099,0,1.54977545755099,1,0
1.52760121719125,0,1.52760121719125,1,1
0.631590459930927,0,0.631590459930927,1,0
1.03382778980657,1,2.46721217295728,1,1
1.09913309044384,1,2.21172619517045,1,0
0.854628407917376,0,0.854628407917376,1,0
1.01712925229018,0,1.01712925229018,1,1
1.46919544053708,0,1.46919544053708,1,1
0.802463901083295,1,2.5,0,1
1.29964376786133,1,1.45393430954424,1,0
0.423109254755019,0,0.423109254755019,1,0
1.57944071895894,0,1.57944071895894,1,1
0.945057467776574,0,0.945057467776574,1,0
1.07075356835559,1,2.00775190824009,1,1
0.910176632258471,1,1.84057226396394,1,0
0.916735762897638,1,2.07255825557165,1,0
1.8210462666432,0,1.8210462666432,1,1
1.33771224720472,0,1.33771224720472,1,0
1.07601717479712,1,2.47584008131775,1,0
1.15296103329854,0,1.15296103329854,1,1
2.5,0,2.5,0,1
0.758671899544665,1,2.5,0,0
1.53113629430946,1,1.5777894427453,1,0
1.98795359926832,0,1.98795359926832,1,1
1.13829287282716,0,1.13829287282716,1,0
1.66617900088864,0,1.66617900088864,1,1
1.46044544950789,1,2.5,0,1
1.89991161675004,1,2.5,0,1
1.17122418187902,0,1.17122418187902,1,0
0.941869081938354,1,1.15379583966743,1,0
0.270870282440488,0,0.270870282440488,1,1
0.951787698239244,0,0.951787698239244,1,0
1.56681567580832,1,1.97463920876801,1,0
2.5,0,2.5,0,1
1.14658129583944,0,1.14658129583944,1,1
1.73169205934862,0,1.73169205934862,1,0
1.14073173262246,0,1.14073173262246,1,1
0.628057748827227,0,0.628057748827227,1,1
0.913806956442386,1,2.5,0,1
0.627982863421199,0,0.627982863421199,1,0
1.67564917481556,1,2.5,0,1
1.04995676302752,1,2.48330048388871,1,0
0.827013912183059,1,2.5,0,0
1.55476996355609,0,1.55476996355609,1,0
1.07884159214041,0,1.07884159214041,1,0
1.36446714790795,0,1.36446714790795,1,1
0.611202496540365,1,2.5,0,0
1.09179486224371,0,1.09179486224371,1,0
1.0056471100383,1,1.99265660915618,1,0
1.52649374482812,1,1.69614205274876,1,1
1.28210749041299,0,1.28210749041299,1,1
1.20336558993253,0,1.20336558993253,1,1
0.88283433978681,1,2.5,0,1
1.47061776807013,0,1.47061776807013,1,1
0.764252035144007,1,2.5,0,1
1.52693789450881,0,1.52693789450881,1,1
1.52427894315137,0,1.52427894315137,1,1
1.38580090228203,0,1.38580090228203,1,1
1.25016882626237,1,1.5884065152158,1,1
1.79485603749768,0,1.79485603749768,1,0
0.837994690976222,0,0.837994690976222,1,0
1.17034327263565,0,1.17034327263565,1,0
1.63249806446696,0,1.63249806446696,1,0
1.12458353426196,0,1.12458353426196,1,0
1.55413545238738,0,1.55413545238738,1,1
0.810404542969186,1,2.5,0,0
1.61962077038145,1,1.64434046880205,1,0
1.31509004063479,0,1.31509004063479,1,0
1.51472554485753,0,1.51472554485753,1,0
1.03579767802922,0,1.03579767802922,1,1
1.26767854733064,1,2.3835309490298,1,1
1.38559999336888,1,1.86939717098952,1,0
0.59589073116421,0,0.59589073116421,1,0
1.54801807463807,0,1.54801807463807,1,0
0.509083996341292,0,0.509083996341292,1,0
1.10861522094401,1,2.21594133221329,1,0
1.35744141065032,0,1.35744141065032,1,1
0.400678955420407,1,2.5,0,0
0.740689031060115,1,2.5,0,0
0.741260615613959,0,0.741260615613959,1,0
0.565746907359857,0,0.565746907359857,1,1
0.555785646025403,1,2.5,0,0
1.12026561614062,1,2.5,0,1
1.13872413168756,0,1.13872413168756,1,0
1.35161861279784,0,1.35161861279784,1,0
0.651258823655964,0,0.651258823655964,1,1
1.82089157169082,0,1.82089157169082,1,1
0.900757540708398,1,2.34323851700263,1,0
0.567504959132551,1,2.5,0,0
1.34300337158581,0,1.34300337158581,1,0
1.54296475800628,1,2.5,0,1
0.122297784188361,0,0.122297784188361,1,0
0.961867241739597,1,2.5,0,1
1.570830028723,1,1.746635814123,1,1
1.26164029709874,1,2.5,0,1
1.96981480508681,1,2.21527420675577,1,1
1.55854446706253,1,1.77667755606783,1,0
2.5,0,2.5,0,1
1.50812075281765,1,1.96025253281344,1,1
1.00650092343727,1,2.5,0,1
1.37957221886489,0,1.37957221886489,1,1
0.798685476798449,0,0.798685476798449,1,0
0.929761456152905,1,2.5,0,1
1.23501887248746,0,1.23501887248746,1,0
0.624952426165059,1,2.5,0,1
1.23738951458049,1,1.29602846418835,1,0
